id,source_dataset,label,min_log_prob,mean_log_prob,mean_token_prob,token_prob_std,mean_entropy,max_entropy,entropy_std,log_perplexity,log_mean_token_rank,log_max_token_rank,log_rank_std,exact_match_agreement,mean_pairwise_similarity,min_pairwise_similarity,max_pairwise_similarity,pairwise_similarity_std,mean_pairwise_entailment,mean_pairwise_contradiction,nli_disagreement,top1_evidence_similarity,top3_evidence_similarity,response_top1_similarity,response_top3_similarity,evidence_response_margin,retrieval_agreement,lr_cond_b_prob,lr_cond_b_pred,lr_cond_e_prob,lr_cond_e_pred,lr_cond_e_category,xgb_cond_b_prob,xgb_cond_b_pred,xgb_cond_e_prob,xgb_cond_e_pred,xgb_cond_e_category
fever_101008,fever,1,-16.367595672607422,-4.267395383879458,0.23472312263550388,0.30793511453463,2.876250500790775,6.188478946685791,1.8731357305558196,4.267395383879458,6.584603027082048,8.946374826141717,7.574084019151142,0.0,0.7676898837089539,0.49920904636383057,0.9304274320602417,0.13641853630542755,0.214687786694104,0.23375496296410964,0.5095335881350029,0.7152019739151001,0.4395008583863576,0.7152019739151001,0.4395008385181427,0.40381038188934326,0.5115138634920555,0.6920963726918302,1,0.6674273752341564,1,TP,0.5388327836990356,1,0.5640778541564941,1,TP
fever_10118,fever,0,-12.814213752746582,-3.445886611078794,0.3220773255182114,0.36483228478278235,2.6007145488491425,5.737209320068359,1.7466802608250391,3.445886611078794,5.368847517353875,7.502186486602924,6.259625276339763,0.0,0.5509718060493469,0.35383856296539307,0.9170030951499939,0.19061459600925446,0.14187774006901804,0.17064949223249812,0.51438587608174,0.8520957827568054,0.552724152803421,0.8520958423614502,0.5527241826057434,0.44529712200164795,0.7260672737807994,0.6962315885172735,1,0.5904147497963154,1,FP,0.5817131996154785,1,0.35301464796066284,0,TN
fever_105361,fever,1,-13.998470306396484,-5.457378004278455,0.21488691525714135,0.3028386156475665,2.2105152883699963,4.885365009307861,1.4372259475831357,5.457378004278455,5.6136493469523865,7.303843225277705,6.300282094009435,0.0,0.8970915079116821,0.8453428745269775,0.9500799775123596,0.03222400322556496,0.13292942415654124,0.26274144221547063,0.5649060090294648,0.6144100427627563,0.480504314104716,0.6144101619720459,0.4805043637752533,0.12665122747421265,0.3774997738911168,0.4590641511787057,0,0.5752026677974652,1,TP,0.6009304523468018,1,0.5947538614273071,1,TP
fever_105954,fever,1,-8.032430648803711,-5.2180717413624125,0.10721833194353773,0.2633275889020831,3.3977566957473755,5.528790473937988,1.7297006539002433,5.2180717413624125,4.315263418514199,5.749392985908253,4.586717674720867,0.0,0.7749302983283997,0.5740511417388916,0.9591530561447144,0.13147220015525818,0.023839348170187964,0.491201240997633,0.7336809464137225,0.6165387630462646,0.4130917290846507,0.6165387630462646,0.4130917489528656,0.3049948811531067,0.38012004633861807,0.20232956176023587,0,0.34980020762785313,0,FN,0.3388061821460724,0,0.5586428046226501,1,TP
fever_106496,fever,1,-12.61886978149414,-4.525687407702208,0.23206750581547908,0.3112907070437167,1.988176316022873,2.702855348587036,0.6602641672632874,4.525687407702208,5.372960909543803,7.385851078125209,6.338858244250232,0.0,0.8616353273391724,0.8007102608680725,0.951029896736145,0.040523711591959,0.08333790609187185,0.09257821490612299,0.5046201544071255,0.716148853302002,0.43583449721336365,0.7161487340927124,0.43583449721336365,0.41513004899024963,0.5128690947141763,0.454753727801435,0,0.5376307875740076,1,TP,0.5787217020988464,1,0.6435922384262085,1,TP
fever_107589,fever,0,-10.80636978149414,-4.595653281443649,0.23622005727904455,0.3822697445508177,2.8162614901860556,5.754960536956787,1.819834949992722,4.595653281443649,4.58383304859996,6.261491684321042,5.162796972465315,0.0,0.8511532545089722,0.7420198917388916,0.9730736017227173,0.07334327697753906,0.00800018823107298,0.10310176642188325,0.5475507890954052,0.8742260932922363,0.5562882423400879,0.8742260336875916,0.5562881827354431,0.45330727100372314,0.7642712100850702,0.46878463231004674,0,0.306272748361123,0,TN,0.531031608581543,1,0.25831902027130127,0,TN
fever_108162,fever,1,-11.40187931060791,-7.658923470973969,0.08586816620882018,0.1915200884994025,3.83453631401062,5.914700031280518,1.6345127814955385,7.658923470973969,6.057252287645985,7.103322062526113,6.150928869756337,0.0,0.8217889666557312,0.6256285905838013,0.9627208709716797,0.1370547115802765,0.07422616366414134,0.017311838691210318,0.47154283751353454,0.6552873849868774,0.5125419894854227,0.6552870869636536,0.5125418305397034,0.21135622262954712,0.4294013616320811,0.24343202187197102,0,0.3812776094055344,0,FN,0.4580997824668884,0,0.49204808473587036,0,FN
fever_112592,fever,0,-12.695926666259766,-3.794959864889582,0.27843838186381237,0.33613396395988376,2.319649152457714,4.458596229553223,1.2818744963442383,3.794959864889582,5.503636332949695,7.4413203897176174,6.3371880431229375,0.0,0.8258931040763855,0.709611177444458,0.9878712892532349,0.07791991531848907,0.06973257507157431,0.5043385341624388,0.7173029795454322,0.6904424428939819,0.521246870358785,0.6904422640800476,0.5212468504905701,0.24015843868255615,0.47671064348867986,0.38470278741648106,0,0.5005651391320528,1,FP,0.39875632524490356,0,0.44769299030303955,0,TN
fever_112773,fever,0,-13.272890090942383,-4.496343488043005,0.15663027301216267,0.27097689645464196,3.0816330259496514,5.651970386505127,1.3516664657134605,4.496343488043005,6.047157240840185,8.157657015196472,6.972368680055901,0.0,0.8566001057624817,0.741962730884552,0.9291723966598511,0.05125603824853897,0.21117702784666462,0.3377955297720577,0.5633092509626965,0.7024895548820496,0.5041422049204508,0.7024897336959839,0.5041422843933105,0.29624027013778687,0.49349170033330125,0.548764617067052,1,0.5811781635315942,1,FP,0.5394179224967957,1,0.5233757495880127,1,FP
fever_112986,fever,1,-14.18136978149414,-6.149072527885437,0.12987690157553647,0.21485890388367496,3.6160168136869157,5.337169170379639,1.71397836184408,6.149072527885437,6.981536667200886,8.322880021769905,7.5116778046282136,0.0,0.902428925037384,0.8426175713539124,0.9904083609580994,0.0478934720158577,0.08972971313585426,0.5378119730329377,0.7240411299485416,0.8115074634552002,0.5629686911900839,0.8115074634552002,0.5629686713218689,0.37243181467056274,0.6585443632434931,0.11134844092837436,0,0.11607422702972167,0,FN,0.39563238620758057,0,0.3371189534664154,0,FN
fever_113127,fever,1,-18.88190269470215,-7.115509355068207,0.17415177086906236,0.2586090218795175,3.477252995967865,6.7474164962768555,1.8760246569789962,7.115509355068207,8.700347734514084,10.39317125254869,9.346904778190735,0.0,0.7461429834365845,0.5527981519699097,0.8714754581451416,0.10588390380144119,0.4087432977761957,0.1139460809956572,0.35260139160973075,0.7253948450088501,0.5482111871242523,0.7253949642181396,0.5482112765312195,0.25957271456718445,0.5261977676392178,0.5632690111662267,1,0.5750727772593847,1,TP,0.6227285265922546,1,0.5058876872062683,1,TP
fever_113188,fever,1,-14.461345672607422,-3.946236464456888,0.28860284048802143,0.35828597670110796,2.6111996294930577,5.868625164031982,1.716927614209752,3.946236464456888,5.98204532519149,8.24564690087386,6.97776799091256,0.0,0.8222702741622925,0.7090467214584351,0.9287029504776001,0.06800628453493118,0.23642774460921534,0.3123158865905034,0.537944070990644,0.5422316789627075,0.3331705927848816,0.5422316789627075,0.3331705927848816,0.3126204013824463,0.2940151936707167,0.6289317068100558,1,0.6932221425402905,1,TP,0.530427873134613,1,0.6492681503295898,1,TP
fever_113488,fever,1,-13.366511344909668,-4.0446803818049375,0.21056372686854274,0.3533058796693515,2.9067554003559053,5.657355308532715,1.655881228739792,4.0446803818049375,5.567151043779362,8.224699561967235,6.832924483336026,0.0,0.8279436230659485,0.7094036340713501,0.9387003183364868,0.06163555011153221,0.05218984828256246,0.37212536993596557,0.6599677608267016,0.6088402271270752,0.4312589963277181,0.6088403463363647,0.43125906586647034,0.26238229870796204,0.37068649474755944,0.6325946622888924,1,0.6853771722554663,1,TP,0.45391637086868286,0,0.5650673508644104,1,TP
fever_116103,fever,0,-12.86886978149414,-5.576160681278755,0.19380566750555772,0.39279772870828633,2.3166997830073037,3.167904853820801,1.1311491146081667,5.576160681278755,5.771960199186312,7.510430556378006,6.605189147421838,0.0,0.7969843149185181,0.7273399829864502,0.878832221031189,0.047937117516994476,0.021919633483384278,0.11582504681279779,0.5469527066647067,0.8348667621612549,0.5595620274543762,0.8348667621612549,0.5595620274543762,0.3731665015220642,0.6970025105616173,0.3346741818410073,0,0.2910771779153485,0,TN,0.5762481093406677,1,0.39995065331459045,0,TN
fever_117192,fever,1,-10.939213752746582,-3.399450146064807,0.28712142380530936,0.3691406516127581,3.335066264638534,6.04802131652832,1.8111426092907852,3.399450146064807,4.343805421853684,6.361302477572996,5.138984659804205,0.0,0.7760607600212097,0.6350422501564026,0.8896965384483337,0.07705240696668625,0.07882579868227393,0.07013495785751962,0.4956545795876228,0.6588244438171387,0.49399468302726746,0.6588244438171387,0.49399471282958984,0.23071613907814026,0.4340496477709621,0.6670142311813844,1,0.6659123689318126,1,TP,0.4879757761955261,0,0.5125594735145569,1,TP
fever_117374,fever,1,-14.901375770568848,-4.2624818786150875,0.2345430819321608,0.32779954327087335,2.643516167998314,4.841888427734375,1.591026331520676,4.2624818786150875,6.004161377902389,7.923710333969238,6.833380118689163,0.0,0.8283776044845581,0.7441282272338867,0.9011482000350952,0.0498768575489521,0.3042768400918557,0.07597336419757512,0.38584826205285977,0.5131641626358032,0.34400664269924164,0.5131641626358032,0.34400665760040283,0.22086572647094727,0.2633374578137051,0.5275570918244211,1,0.6476583979819424,1,TP,0.6321004033088684,1,0.7480998039245605,1,TP
fever_11928,fever,0,-13.80636978149414,-4.757960951620979,0.23309028272915708,0.3526850151529382,2.6049508633358136,5.485379219055176,1.590763125440782,4.757960951620979,6.113049868714104,7.952615111651,6.966723407664296,0.0,0.8074701428413391,0.6881058216094971,0.8908374309539795,0.06402874737977982,0.09154553605433743,0.6270870299890654,0.767770746967364,0.8536834716796875,0.585289716720581,0.8536836504936218,0.5852897763252258,0.39097917079925537,0.728775622469584,0.40358598188648337,0,0.29545222917944935,0,TN,0.427364319562912,0,0.2039100080728531,0,TN
fever_121362,fever,0,-13.564923286437988,-6.141786375641823,0.20623670305805036,0.3535171611143768,3.636141526699066,6.39719295501709,1.8753851767518743,6.141786375641823,6.45110213410454,7.861341795599989,6.920736552445102,0.0,0.8283423185348511,0.7920628786087036,0.8881862163543701,0.031065981835126877,0.5317970975226064,0.04287366615228446,0.25553828431483905,0.7632989883422852,0.49091485142707825,0.7632990479469299,0.49091485142707825,0.40798044204711914,0.582625391100521,0.5268064528389385,1,0.48348123804146864,0,TN,0.7467741370201111,1,0.6318812966346741,1,FP
fever_121634,fever,0,-18.27252769470215,-5.461023121327162,0.15588283512105844,0.2949044135409436,3.4370471596717835,5.97093391418457,1.814545387944264,5.461023121327162,7.524884973118167,9.693753688131835,8.535575380781959,0.0,0.8937943577766418,0.8642833232879639,0.93809974193573,0.022949649021029472,0.010600764789872742,0.4670241412290945,0.7282116882196109,0.7744261026382446,0.5129489203294119,0.7744260430335999,0.5129489302635193,0.3910730183124542,0.5997357422880683,0.4570103420605301,0,0.37498377705580954,0,TN,0.3883461654186249,0,0.4122520089149475,0,TN
fever_12178,fever,0,-12.18136978149414,-6.133898462568011,0.016697369808883065,0.02279195099487534,3.555579594203404,4.7627458572387695,1.0138124506045474,6.133898462568011,5.443035948563124,7.1308988302963465,6.1350453506083635,0.0,0.8821239471435547,0.8307846784591675,0.9423006772994995,0.02800103649497032,0.14722427119652318,0.32012031352096737,0.586448021162222,0.7412378787994385,0.6419151226679484,0.7412378787994385,0.6419151425361633,0.12608444690704346,0.549433592967091,0.32367695185732037,0,0.4517279845350447,0,TN,0.3716786801815033,0,0.3055885434150696,0,TN
fever_123023,fever,0,-12.930095672607422,-5.416389374062419,0.07590631392460523,0.1769631767178732,3.282251238822937,5.903510093688965,1.1556996628351743,5.416389374062419,5.225074404780319,7.549082710812286,6.165731886406249,0.0,0.6931045055389404,0.4621952772140503,0.84703129529953,0.12441224604845047,0.14623095886125453,0.4372223555335304,0.6454956983361378,0.6177815794944763,0.4846934974193573,0.6177818775177002,0.48469361662864685,0.1932065784931183,0.38165426407594794,0.8236687178194138,1,0.8782346465217855,1,FP,0.4046536087989807,0,0.4510442614555359,0,TN
fever_124295,fever,1,-13.36886978149414,-6.085954952985048,0.13065392582785762,0.26599424478409667,2.8823984935879707,5.111082553863525,1.279881637734308,6.085954952985048,6.32278963126672,7.756623334538858,6.818272213641923,0.0,0.8707952499389648,0.8050087690353394,0.9345637559890747,0.034587595611810684,0.1654715358608398,0.38000999547058817,0.6072692298048742,0.5948809385299683,0.4621116518974304,0.5948809385299683,0.4621116816997528,0.13160055875778198,0.3538833310262959,0.33152696337226967,0,0.4608135955163141,0,FN,0.513116717338562,1,0.5588528513908386,1,TP
fever_124565,fever,0,-13.30636978149414,-5.148932235581534,0.10001640334801973,0.11700861789626311,3.169739161218916,6.301583766937256,1.68625425972403,5.148932235581534,5.879734583164676,7.727535110475448,6.742143055124004,0.0,0.9169600605964661,0.8556431531906128,0.9670426249504089,0.036106180399656296,0.47217507875922593,0.1667207099291937,0.3472728155849839,0.7507295608520508,0.6238189339637756,0.7507295608520508,0.6238189339637756,0.08844482898712158,0.563594873537113,0.43838371108256247,0,0.45425199965149454,0,TN,0.6354496479034424,1,0.5918046832084656,1,FP
fever_124862,fever,1,-12.163933753967285,-4.6657547528545065,0.198926469676015,0.30189212163491796,2.7957443296909332,5.926279067993164,1.423222647627558,4.6657547528545065,5.206750173022546,7.105786129481271,5.929906257373422,0.0,0.8838499188423157,0.8532732725143433,0.9203180074691772,0.02237704209983349,0.22091970417340034,0.07798305369336703,0.4285316747599833,0.7679176330566406,0.4981234073638916,0.7679176330566406,0.4981234073638916,0.35489678382873535,0.5896974911593134,0.6514785417639607,1,0.5501067967058935,1,TP,0.5812618136405945,1,0.5350965261459351,1,TP
fever_124875,fever,0,-11.05636978149414,-3.278747910633683,0.2665183301730849,0.3220544944734451,2.681152880191803,5.081844329833984,1.3506108429904273,3.278747910633683,4.48863636973214,6.405228458030842,5.354180474723356,0.0,0.7629979848861694,0.6622616052627563,0.856307864189148,0.058953527361154556,0.026992259260361383,0.0019540956814010834,0.4874809182105199,0.8108506202697754,0.5833184023698171,0.8108506798744202,0.5833184719085693,0.33842793107032776,0.6574787767223427,0.6149061250543268,1,0.5122014889447598,1,FP,0.6407312154769897,1,0.5220973491668701,1,FP
fever_126509,fever,0,-15.090011596679688,-3.189628330721079,0.37228379553748203,0.36590226675871385,1.6539882143077098,4.8635334968566895,1.2515939396135174,3.189628330721079,6.214608098422191,9.104868739033948,7.630545448432973,0.0,0.8722073435783386,0.7519701719284058,0.9496806263923645,0.05611391365528107,0.22099918591683188,0.27960017426559425,0.5293004941743812,0.562635600566864,0.45371371507644653,0.5626356601715088,0.4537137448787689,0.13232001662254333,0.31655885256093086,0.7078165337241658,1,0.772066296204042,1,FP,0.4988972544670105,0,0.5398637056350708,1,FP
fever_127957,fever,1,-14.759516716003418,-6.036360989014308,0.17012072326904595,0.21955732335135447,3.29078655772739,5.879471778869629,1.4052872793381848,6.036360989014308,7.965314064852537,10.011579334886969,8.89772402517825,0.0,0.7746880650520325,0.6425342559814453,0.8605183362960815,0.07425050437450409,0.15469566607408067,0.4284036909741829,0.6368540124500511,0.6432286500930786,0.4668404857317607,0.6432286500930786,0.4668404757976532,0.24716487526893616,0.41374309630056416,0.28060988937615877,0,0.31512036942721877,0,FN,0.4778478741645813,0,0.4518437385559082,0,FN
fever_129878,fever,1,-12.939923286437988,-4.981515043973923,0.19546344292896264,0.2541890927844162,2.468136751651764,4.2401018142700195,0.9086167072850242,4.981515043973923,6.379105070303594,8.266678443305896,7.174266161740728,0.0,0.9019469022750854,0.8539741039276123,0.9669015407562256,0.032755203545093536,0.17269372776200093,0.41081009667219215,0.6190581844550955,0.7430465221405029,0.4789133469263713,0.7430464625358582,0.4789133071899414,0.3414607644081116,0.5521180897760729,0.3071665124270594,0,0.31436994602383056,0,FN,0.5141524076461792,1,0.5357464551925659,1,TP
fever_132524,fever,1,-14.022527694702148,-3.6847450401295316,0.20761545279650176,0.2731454686280564,2.8945322145115244,4.609471321105957,1.2748848921374267,3.6847450401295316,5.127744702243165,7.390798521735676,6.186077629136654,0.0,0.8676444888114929,0.7900782823562622,0.949469804763794,0.05212054401636124,0.4010516096918672,0.017488688204129917,0.30821853925613135,0.7251608967781067,0.46502302090326947,0.7251608371734619,0.465023010969162,0.3901607394218445,0.5258582829930702,0.7516270831558118,1,0.7731043250621227,1,TP,0.7315733432769775,1,0.659092128276825,1,TP
fever_133948,fever,0,-14.18136978149414,-7.714604362845421,0.05343351678263275,0.10508687999496903,2.9529914408922195,5.292414665222168,1.5989196231448142,7.714604362845421,6.4333419412477015,8.116417072794205,7.044879657939172,0.0,0.8910463452339172,0.8350374698638916,0.9768270254135132,0.036893703043460846,0.034977044383307905,0.4644555570294533,0.7147392563230727,0.6834933161735535,0.46545613805452984,0.6834934949874878,0.4654562175273895,0.32317742705345154,0.4671632354720501,0.1832918763490589,0,0.2953152088324345,0,TN,0.3328932523727417,0,0.3962444067001343,0,TN
